,GlobalID.y,GlobalID.x,OBJECTID.x,Date,CreationDate.x,EditDate.x,,Interviewer,Transect,Access,ScreenOne,ScreenTwo,Agreement,TotDaysInArea,BoatAccess,DaysOnBoat,DaysOnShore,DaysOnShore_Other,TimesInTwenty,TimesInNineteen,TimesInNineteen_Other,Covid,x.x,y.x,MetaComments,OBJECTID.y,Comments,CreationDate.y,EditDate.y,EXTRACTIVE SURVEY,"If RECALL, date",What type of fishing did you do at this site?,"If OTHER, fishing type",Did you use a bait or lure?,What time did you (if spearfishing)/ your lines get in the water?,What time did you (if spearfishing)/your lines get out the water??,Max depth of hook at this site?,# fish you kept undamaged at this site?,"If OTHER, # kept undamaged",# released undamaged at this site?,"If OTHER, # released undamaged",# depredated,"If OTHER, # depredated",What species did you catch?,Why did you leave this site?,"If OTHER, why did you leave this site?",NON_EXTRACTIVE SURVEY,"If RECALL, date_1",What activity did you do?,,"If OTHER, activity",What time did you start the activity?,What time did you end the activity?,"If DIVING, max depth",Why did you choose this site?,"If OTHER, why this site",Why did you leave this site?_1,"If OTHER, why did you leave this site?_1",x.y,y.y,OBJECTID,GlobalID.y.y,CreationDate,EditDate,# times fished from boat in last 12 months?,# times doing NEX last 12 months??,# years fishing?,# years doing NEX?,"Are you a diver? If so, what is your certification?","If DIVING, # dives?",What year were you born?,Home postcode,"If VISITOR, where are you staying?","If OTHER, where are you staying",FINISH SURVEY,Male or Female,Describe party,Boat length,Boat Type,Boat name or number,SurveyType ,SurveyType_two,Shift
155,8f5b5c9e-b0c7-420c-ad22-6e4bfed6d0e7,0c014466-3795-448a-9bc6-f69ca281fa5a,193,9/30/2020 3:34:58 AM,9/30/2020 3:36:44 AM,9/30/2020 3:36:44 AM,Morning,Sam,Tantabiddi,SandyBay,Yes,No,Yes,5,No,1,5,NA,0,0,NA,No,113.8428878,-22.23223202,NA,333,NA,9/30/2020 3:38:54 AM,9/30/2020 3:38:54 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Walking,Shore,Yardue creek walk,9,10,NA,NaturalSurroundings,NA,ActivityChange,NA,113.8428355,-22.23184441,280,eba7585d-122a-4add-ba88-2aeb73ee8582,9/30/2020 3:43:06 AM,9/30/2020 3:43:06 AM,6,NA,Since childhood,NA,OW,25,1982,6012,RACHolPark,NA,NA,Female,Family of 5,NA,NA,NA,Shore,Non-extractive,Morning
223,d1885272-0696-435b-a6c6-1d9503da1015,0c014466-3795-448a-9bc6-f69ca281fa5a,193,9/30/2020 3:34:58 AM,9/30/2020 3:36:44 AM,9/30/2020 3:36:44 AM,Morning,Sam,Tantabiddi,SandyBay,Yes,No,Yes,5,No,1,5,NA,0,0,NA,No,113.8428878,-22.23223202,NA,334,NA,9/30/2020 3:41:08 AM,9/30/2020 3:41:08 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,Shore,NA,11,1,NA,NaturalSurroundings,NA,ActivityChange,NA,113.8425999,-22.23152948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shore,Non-extractive,Morning
45,34054e5b-00ec-4172-88f4-6790ada43280,6f57804f-2015-47b4-9922-283a8ef71042,194,9/30/2020 3:43:43 AM,9/30/2020 3:45:32 AM,9/30/2020 3:45:32 AM,Morning,Sam,Tantabiddi,SandyBay,Yes,No,Yes,10,No,0,10,NA,0,0,NA,Yes,113.842469,-22.23111698,NA,336,NA,9/30/2020 3:47:50 AM,9/30/2020 3:47:50 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turquoise bay,NA,Snorkling,,NA,1,3,NA,Biodiveristy,NA,NA,NA,113.8442879,-22.23086341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shore,Non-extractive,Morning
172,9d114731-7617-402e-bfc4-80d1b35572d3,6f57804f-2015-47b4-9922-283a8ef71042,194,9/30/2020 3:43:43 AM,9/30/2020 3:45:32 AM,9/30/2020 3:45:32 AM,Morning,Sam,Tantabiddi,SandyBay,Yes,No,Yes,10,No,0,10,NA,0,0,NA,Yes,113.842469,-22.23111698,NA,335,NA,9/30/2020 3:46:55 AM,9/30/2020 3:46:55 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shore,NA,10,1,NA,Quiet,NA,ActivityChange,NA,113.8418147,-22.23157727,281,cdfd16bb-fc28-4cef-9e1b-415bbe1830c6,9/30/2020 3:50:05 AM,9/30/2020 3:50:05 AM,3,NA,2,NA,None,NA,1999,6407,NA,Overflow car park exmouth,NA,Male,Couple,NA,NA,NA,Shore,Non-extractive,Morning
76,4d917519-5834-4a21-b7d0-3316a1b34d66,de2e329f-1271-449f-8633-7e5b62a55015,236,9/30/2020 3:44:48 AM,9/30/2020 3:47:29 AM,9/30/2020 3:47:29 AM,Morning,Nicole,Tantabiddi,SandyBay,Yes,No,Yes,9,No,0,5,NA,0,0,NA,No,113.8423458,-22.23088379,NA,388,NA,9/30/2020 3:48:46 AM,9/30/2020 3:48:46 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,,"Relaxing, swimming",900,Still there 1148,NA,Other,"Recommended, less busy",NA,NA,113.8423146,-22.23081556,319,13345d05-48da-4eb3-978c-077e951bcdac,9/30/2020 3:51:58 AM,9/30/2020 4:21:14 AM,No,NA,NA,NA,None,NA,1987,6714,Exmouth,NA,NA,Female,"2 couple, 1 kid",NA,NA,NA,Shore,Non-extractive,Morning
170,9c1ec4dc-ecad-4f70-9312-56deeb72cf76,ef4c1e50-4e45-4f11-8918-e93a5365a4bf,195,9/30/2020 3:50:23 AM,9/30/2020 3:52:28 AM,9/30/2020 3:52:28 AM,Morning,Sam,Tantabiddi,SandyBay,Yes,No,Yes,10,No,0,10,NA,0,1,NA,Yes,113.8430971,-22.23276433,NA,337,NA,9/30/2020 3:54:57 AM,9/30/2020 3:54:57 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,Shore,NA,9.5,12.15,NA,NaturalSurroundings,NA,Other,Set up camp,113.8428847,-22.23164424,282,4cdf195b-aae9-4f4f-9b0d-238759cf32ff,9/30/2020 3:57:22 AM,9/30/2020 3:57:22 AM,0,NA,0,45,None,NA,1970,6157 6307,YardieHomestead,NA,NA,Male,4 kids 2 adults,NA,NA,NA,Shore,Non-extractive,Morning
144,8ac25e5c-d79c-49d0-9991-448e5ef90046,2c7ff2e1-6eb2-4bd8-8cac-be9e17f4c427,237,9/30/2020 3:52:07 AM,9/30/2020 3:55:28 AM,9/30/2020 3:55:28 AM,Morning,Nicole,Tantabiddi,SandyBay,Yes,No,Yes,20,Yes,18,20,NA,1,1,NA,No,113.8422895,-22.23075378,NA,390,NA,9/30/2020 3:59:49 AM,9/30/2020 3:59:49 AM,NA,9/29/2020 3:57:45 AM,Trolling,NA,Lure,1100 fo,3,20m,0,NA,1,NA,2,NA,Mackerels and barracuda,Weather,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,113.9425667,-21.87527448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boat,Extractive,Morning
148,8c8a6f16-217f-49a0-a321-ee2645d5b9ec,2c7ff2e1-6eb2-4bd8-8cac-be9e17f4c427,237,9/30/2020 3:52:07 AM,9/30/2020 3:55:28 AM,9/30/2020 3:55:28 AM,Morning,Nicole,Tantabiddi,SandyBay,Yes,No,Yes,20,Yes,18,20,NA,1,1,NA,No,113.8422895,-22.23075378,NA,389,NA,9/30/2020 3:56:42 AM,9/30/2020 3:56:42 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,,NA,1030,Still there 1156,NA,Other,Recommended not too windy quiet,NA,NA,113.841923,-22.23072906,320,33fb5bad-00c9-44e4-a77f-bf903e0f0da5,9/30/2020 4:02:28 AM,9/30/2020 4:20:50 AM,5 weeks a year,NA,5,NA,OW,NA,1991,6020,Exmouth,NA,NA,Female,6f,NA,NA,NA,Shore,Non-extractive,Morning
92,5c604122-9961-4e01-b31a-f89fc548c794,febdae93-bb82-45db-8133-70342c69bbd3,196,9/30/2020 3:58:05 AM,9/30/2020 4:00:36 AM,9/30/2020 4:00:36 AM,Morning,Sam,Tantabiddi,SandyBay,Yes,No,Yes,7,No,0,7,NA,1,1,NA,Yes,113.8423089,-22.23203185,NA,338,NA,9/30/2020 4:02:05 AM,9/30/2020 4:02:05 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9.3,3,NA,NA,Wanted to do turquoise bay,EndOfDay,NA,113.8433296,-22.2317896,283,1b2e5c02-b707-4166-9f2c-d350767f73e7,9/30/2020 4:04:55 AM,9/30/2020 4:04:55 AM,18,NA,15,NA,None,NA,1973,6713,RACHolPark,NA,NA,Male,NA,NA,NA,NA,Shore,Non-extractive,Morning
96,5e83a834-2569-4dd8-9389-88a4a11c4c6c,69a7f8ad-f875-4430-a763-ba1a7f12ef7c,238,9/30/2020 4:02:34 AM,9/30/2020 4:06:11 AM,9/30/2020 4:06:11 AM,Morning,Nicole,Tantabiddi,SandyBay,Yes,No,Yes,10,Yes,9,10,NA,2,1,NA,No,113.8419198,-22.23073291,NA,391,NA,9/30/2020 4:07:20 AM,9/30/2020 4:07:20 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,,"Recommended quiet, nice beach to relaxing",130,1200,NA,Quiet,Recommended,NA,NA,113.8419183,-22.23073421,321,8578755d-7d59-48e1-8d24-b13ddf3b750d,9/30/2020 4:16:20 AM,9/30/2020 4:16:20 AM,5 weeks,NA,5,NA,AOW,70,1990,6023,Lighthouse,NA,NA,Female,6f,NA,NA,NA,Shore,Non-extractive,Morning
107,69987957-666a-4ce2-9695-05d29f5f900c,69a7f8ad-f875-4430-a763-ba1a7f12ef7c,238,9/30/2020 4:02:34 AM,9/30/2020 4:06:11 AM,9/30/2020 4:06:11 AM,Morning,Nicole,Tantabiddi,SandyBay,Yes,No,Yes,10,Yes,9,10,NA,2,1,NA,No,113.8419198,-22.23073291,NA,392,NA,9/30/2020 4:11:04 AM,9/30/2020 4:11:04 AM,Shoals  cooper,9/27/2020 4:07:33 AM,Casting,Both bait lure,Bait,1200,430,5,3,NA,0,NA,0,NA,"2 squid, 1 snapper blue line empower",End of day,Dinner plans,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.2039556,-21.93411451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boat,Extractive,Morning
7,05109150-5604-43a2-9a55-31c66a5e4073,98129e26-31b1-4a11-9cbc-c9a52d8840a0,197,9/30/2020 4:06:16 AM,9/30/2020 4:07:46 AM,9/30/2020 4:07:46 AM,Morning,Sam,Tantabiddi,SandyBay,Yes,Yes,Yes,14,No,0,10,NA,0,NA,NA,Yes,113.8433783,-22.23127155,NA,339,NA,9/30/2020 4:09:11 AM,9/30/2020 4:09:11 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,,NA,10,3,NA,Other,Not been before,ActivityChange,NA,113.8435138,-22.23177299,284,6925e761-1e32-4583-964f-5ac37ac043d1,9/30/2020 4:11:40 AM,9/30/2020 4:11:40 AM,1,NA,NA,NA,None,NA,1982,6155,ExmouthEscape,NA,NA,Male,Family of 4,NA,NA,NA,Shore,Non-extractive,Morning
192,ba5a3e10-e516-476a-aa9b-7eb71c4927c2,6ce4af01-fc51-42d6-aa41-887ad88ff809,129,10/01/2020,10/01/2020 04:19,10/01/2020 04:19,Morning,Sam,Tantabiddi,TantBR,Yes,No,Yes,9,Yes,6,3,NA,0,1,NA,No,113.9786487,-21.91265991,NA,259,NA,10/01/2020 04:21,10/01/2020 04:21,NA,NA,Demersal,NA,Bait,7,12.1,14,3,NA,NA,NA,2,Hates sharks?,"Coral trout, cod",Weather,Windyyy,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,113.9247706,-21.90195607,231,8477ee99-326b-434f-83ef-3d94edf5e6fa,10/01/2020 04:23,10/01/2020 04:23,9,0,Whole life,NA,None,NA,1974,Perth,YardieHomestead,NA,NA,Male,Few families maybe 10 people,8,D,NA,Boat,Extractive,Morning
145,8b9a1fe9-f6d6-43df-bbbf-954ce639a7c3,628edc2d-2c59-495a-b444-b64b0bd6d090,123,10/01/2020,10/01/2020 01:56,10/01/2020 01:56,Morning,Sam,Tantabiddi,TantBR,Yes,No,Yes,9,Yes,6,3,NA,0,1,NA,Yes,113.9789732,-21.91225154,NA,257,NA,10/01/2020 01:57,10/01/2020 01:57,NA,NA,Demersal,NA,Bait,6.3,9.4,17,1,NA,0,NA,1,NA,NA,ActivityChange,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.0036246,-21.81535214,229,e765e726-7048-4bf1-aa01-744876c8d189,10/01/2020 01:59,10/01/2020 01:59,12,NA,30,NA,OW,25,1973,6012,NA,NA,NA,Female,Family 4,7,D,NA,Boat,Non-extractive,Morning
51,383ab515-1075-403a-b56b-2e6ffdce35c0,a5bba7ac-1015-43c0-9244-5895d0301a3e,120,10/01/2020,10/01/2020 01:13,10/01/2020 01:13,Morning,Sam,Tantabiddi,TantBR,Yes,No,Yes,11,Yes,6,5,NA,0,2,NA,No,113.9787144,-21.91261979,NA,255,NA,10/01/2020 01:14,10/01/2020 01:14,NA,NA,Casting,NA,Bait,7,9,12,2,NA,1,NA,1,NA,Spangled emperor,ActivityChange,NA,NA,NA,NA,,NA,NA,NA,NA,Biodiveristy,NA,NA,NA,113.9737741,-21.87281542,227,efc5d933-fdb8-4693-a6ed-3db2948fd401,10/01/2020 01:16,10/01/2020 01:16,18,NA,30,NA,None,NA,1985,6071,YardieHomestead,NA,NA,Male,3 mates,5,F,Trophy EJ747,Boat,Extractive,Morning
38,2ab7afc5-908a-4063-b3fc-1f92c7e77bad,be6774fb-56d8-4ad1-842d-1d9595b4d33d,125,10/01/2020,10/01/2020 02:17,10/01/2020 02:17,Morning,Sam,Tantabiddi,TantBR,Yes,No,Yes,14,Yes,5,9,NA,1,1,NA,Yes,113.9788654,-21.91286088,NA,258,NA,10/01/2020 02:18,10/01/2020 02:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Surfing,,NA,6,10,NA,Other,Good surf,Weather,Wind came in,113.8505076,-21.83657705,230,d318c54d-1310-4f37-9d73-2ce6c49d4a7a,10/01/2020 02:20,10/01/2020 02:20,5,80,15,20,AOW,30,1991,6010,YardieHomestead,NA,NA,Male,3 mates,4,A,NA,Boat,Non-extractive,Morning
171,9cefb3b3-b024-4e5d-8601-165810bd945e,b613bff6-215f-4d98-8da3-00bb83d3833b,121,10/01/2020,10/01/2020 01:28,10/01/2020 01:28,Morning,Sam,Tantabiddi,TantBR,Yes,No,Yes,10,NA,10,2,NA,0,0,NA,No,113.9789215,-21.91253974,NA,256,NA,10/01/2020 01:30,10/01/2020 01:30,NA,NA,Spearing,NA,NA,7,9,14,0,NA,0,NA,NA,NA,NA,ActivityChange,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,113.9756526,-21.84255397,228,b36b6cde-cae1-4bef-8629-0f70c05a2fba,10/01/2020 01:32,10/01/2020 01:32,20,NA,18,NA,None,NA,1996,Didnäó»t want to give,YardieHomestead,NA,NA,Male,2 mates,4,C,NA,Boat,Extractive,Morning
85,54fdb812-3606-489d-b4a1-b92290cfadab,b943ece8-96f6-48c7-b86b-a2eb0409c71b,286,10/02/2020,10/02/2020 04:30,10/02/2020 04:30,Morning,Nicole,Tantabiddi,TantBR,Yes,No,Yes,Resident,Yes,NA,NA,NA,NA,NA,NA,NA,113.9783434,-21.91235051,NA,443,NA,10/02/2020 04:32,10/02/2020 04:32,NA,10/01/2020 04:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,,NA,3,5,NA,Megafauna,NA,Weather,NA,114.1859501,-21.82277476,359,2d11197c-e26a-45eb-a655-b052efa6dad1,10/02/2020 04:40,10/02/2020 04:40,1a month boat,40,20,30,DM,NA,1975,NA,NA,NA,Drives glass bottom boat and kayaks back. Told me about two previous days,Male,1m,NA,NA,NA,Shore,Non-extractive,Morning
236,df0c75cf-f5dc-4be8-ae11-5458484fadcb,b943ece8-96f6-48c7-b86b-a2eb0409c71b,286,10/02/2020,10/02/2020 04:30,10/02/2020 04:30,Morning,Nicole,Tantabiddi,TantBR,Yes,No,Yes,Resident,Yes,NA,NA,NA,NA,NA,NA,NA,113.9783434,-21.91235051,NA,444,NA,10/02/2020 04:35,10/02/2020 04:35,NA,9/30/2020 4:33:23 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,,NA,900,12,NA,NaturalSurroundings,NA,Weather,NA,113.9801475,-21.89569061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shore,Non-extractive,Morning
234,dd7ebb1d-c736-439e-96f9-14f76aeb50b9,6f04a69c-8d35-41b2-9224-90dcc7ba48c8,284,10/02/2020,10/02/2020 03:27,10/02/2020 03:36,Morning,Nicole,Tantabiddi,TantBR,Yes,No,Yes,120,Yes,NA,120,NA,0,1,NA,No,113.9783958,-21.91237712,Come up for 4 months of the year and goes out on the boat at least 2 times a week; was in up for 4 omths in 2019 as well,441,NA,10/02/2020 03:29,10/02/2020 03:36,NA,NA,Demersal,NA,Bait,700,740,70,1,NA,1,NA,0,Said that in the four months he has been here he only ever saw 1 shark out on his boat and in the past month he has seen loads,"Spangled emp,",Weather,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,113.9559603,-21.86242504,357,6ef81aee-f958-47c5-855e-49a291f68030,10/02/2020 03:32,10/02/2020 03:32,2 a week,NA,50,NA,NA,NA,1956,6168,Exmouth,NA,NA,Male,Couple,6,G,AT969,Boat,Extractive,Morning
8,07d80e26-a435-410f-9b03-d32682a6f52f,ed8612b0-677f-42d6-8b00-82cf8bff2b8f,285,10/02/2020,10/02/2020 04:14,10/02/2020 04:14,Morning,Nicole,Tantabiddi,TantBR,Yes,No,Yes,7,Yes,1,7,NA,0,0,NA,No,113.9782151,-21.91231669,NA,442,NA,10/02/2020 04:17,10/02/2020 04:17,NA,NA,Demersal,Both,NA,900,1130,40,0,NA,2,NA,0,NA,"Trevally,",Weather,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,113.9540961,-21.87848741,358,f435d206-fdf5-4f08-beec-070ca487772d,10/02/2020 04:19,10/02/2020 04:19,"1, shore 4",NA,20,NA,NA,NA,1965,6225,Lighthouse,NA,NA,Male,"Couple, 2kids",4,F,Rental,Boat,Extractive,Morning
77,4dd5f5c0-b6c9-4386-8709-47f1024b7b39,f25a9503-668a-4085-af27-dabf1ee635bd,282,10/02/2020,10/02/2020 03:15,10/02/2020 03:15,Morning,Nicole,Tantabiddi,TantBR,Yes,No,Yes,14,Yes,7,7,NA,1,1,NA,Yes,113.9784127,-21.9123845,NA,439,NA,10/02/2020 03:16,10/02/2020 03:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whale watching,NA,Other,,NA,930,1100,NA,Weather,"Didn_—Èt really choose a site, was just driving and trying to avoid the wind",Weather,NA,114.0038633,-21.85044569,355,c1bcd87f-d9ef-44ea-b2f0-95d080298caf,10/02/2020 03:18,10/02/2020 03:18,15,NA,35,NA,None,NA,1980,6107,YardieHomestead,NA,NA,Male,Couple,4,F,Rental,Boat,Non-extractive,Morning
197,bf50a647-42a2-4c9d-ba8e-3f8b0e8af223,69b96f65-e476-4579-98f4-acbd159857a1,279,10/02/2020,10/02/2020 02:59,10/02/2020 02:59,Morning,Nicole,Tantabiddi,TantBR,Yes,No,Yes,20,Yes,7,10,NA,0,1,NA,No,113.9785117,-21.91242783,NA,437,NA,10/02/2020 03:01,10/02/2020 03:01,South tanatabiddid passage,NA,Trolling,NA,Lure,830,11,35,1,NA,1,NA,0,NA,"Spanish Mac,real , red cod",Weather,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,113.9794451,-21.91278331,353,1ed187a2-4451-45f4-baa2-73b49eae53da,10/02/2020 03:03,10/02/2020 03:03,2month,NA,25,NA,NA,NA,1980,6165,YardieHomestead,NA,NA,Male,2m,4,F,NA,Boat,Extractive,Morning
202,c4579125-a04f-40c4-886a-ac99a595dc13,27b311df-4f7b-4c4d-8d0e-3e480691abcd,283,10/02/2020,10/02/2020 03:21,10/02/2020 03:21,Morning,Nicole,Tantabiddi,TantBR,Yes,No,Yes,7,Yes,2,7,NA,0,0,NA,No,113.9784115,-21.91236706,NA,440,NA,10/02/2020 03:22,10/02/2020 03:22,NA,NA,Demersal,Both,NA,830,11,5,0,NA,6,NA,0,NA,"Cod, snapper",Weather,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,113.9496831,-21.88002507,356,557c6182-901e-4f8a-9ba2-45c045dbd49a,10/02/2020 03:24,10/02/2020 03:24,Just haunt boat,NA,30,NA,AOW,NA,1978,6025,Lighthouse,NA,NA,Female,Couple,4,E,G1819,Boat,Extractive,Morning
97,5f6e85af-1a07-45da-bf0d-9a76cdc5ab05,9fd9ae69-0b38-4aa7-9e0e-950fa6a42179,281,10/02/2020,10/02/2020 03:08,10/02/2020 03:13,Morning,Nicole,Tantabiddi,TantBR,Yes,No,Yes,10,Yes,2,10,NA,0,0,NA,No,113.9782821,-21.91234075,NA,438,NA,10/02/2020 03:11,10/02/2020 03:13,"Ned_—Ès camp, 2km off",NA,Casting,Both bait and lure,NA,930,1050,5,0,NA,7,NA,0,NA,"Rock code, spangled emp",Other,Reservation,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,113.9198641,-22.00506466,354,3589843b-6cdd-47dd-9c2f-262eb4a126c6,10/02/2020 03:13,10/02/2020 03:13,5,NA,20,NA,NA,NA,1976,6015,MesaCamp,NA,NA,Male,"2m, 1f",3,F,Green hire boat,Boat,Extractive,Morning
68,45fb4188-7432-4969-af4c-a309cb8154e6,903b8c5b-6c13-4ccf-ba73-150cbbeb0191,298,10/04/2020,10/04/2020 05:15,10/04/2020 05:15,Morning,Nicole,Tantabiddi,TantBR,Yes,No,Yes,7,No,0,7,NA,2,0,NA,No,113.9781227,-21.91260587,NA,454,NA,10/04/2020 05:16,10/04/2020 05:16,NA,NA,Casting,NA,Bait,1230,1315 still there,3,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,Weather,NA,NA,NA,113.977614,-21.91218354,368,67a391dc-a6f6-43b1-9c3c-541ae43d6ec6,10/04/2020 05:19,10/04/2020 05:19,Month 7,NA,10,NA,None,NA,NA,6210,Exmouth,NA,NA,Male,"Couple, guys fishing, girl sunbathing",NA,NA,NA,Shore,Extractive,Morning
165,999ef879-0b74-4e1d-9df2-076b6daf3b87,14fce223-3414-4c27-ad6b-3f50f206d8f3,108,9/30/2020 2:59:39 AM,9/30/2020 2:59:39 AM,9/30/2020 2:59:39 AM,Morning,Gabby,Tantabiddi,TantBR,Yes,No,Yes,90,No,0,90,NA,0,0,NA,No,113.9783494,-21.91261931,NA,246,NA,9/30/2020 3:01:32 AM,9/30/2020 3:01:32 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/2020 3:00:01 AM,Relaxing,Shore,With dog,10,Haven_—Èt yet likely 12,NA,Other,Can bring my dog and close by,NA,NA,113.9810406,-21.91091148,218,d02bdb22-1c31-41bd-9131-0a9ac250629c,9/30/2020 3:03:24 AM,9/30/2020 3:03:24 AM,Zero,NA,NA,NA,NA,NA,198,Rolleystone,YardieHomestead,NA,NA,Male,1 male,NA,NA,NA,Shore,Non-extractive,Morning
239,e1a75beb-bec3-4859-9573-9bdab253cdce,d6bb0587-3b99-45d4-b4db-ce8e3e5d9ed0,109,9/30/2020 3:08:07 AM,9/30/2020 3:10:00 AM,9/30/2020 3:10:00 AM,Morning,Gabby,Tantabiddi,TantBR,Yes,No,Yes,12,Yes,10,12,NA,0,1,NA,No,113.9791303,-21.91246222,NA,247,NA,9/30/2020 3:12:48 AM,9/30/2020 3:12:48 AM,Boat name BO 343,9/30/2020 3:10:30 AM,Demersal,NA,Bait,2,4,30,3,NA,0,NA,1,NA,Snapper,NA,Hungry,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,113.9024884,-21.73243536,219,944db555-586c-4802-b906-a1acb3bf1d2f,9/30/2020 3:15:06 AM,9/30/2020 3:15:06 AM,20,NA,20,NA,None,NA,1985,Palmyra,Exmouth,NA,NA,Male,2 guys,5,F,Itäó»s in the excrractive column,Boat,Extractive,Morning
215,ce66d0d5-4f54-4387-b73b-e3d686cf010e,b50cea6f-1e1f-4aa5-b830-2b80fd41645e,110,9/30/2020 3:27:21 AM,9/30/2020 3:29:27 AM,9/30/2020 3:29:27 AM,Morning,Gabby,Tantabiddi,TantBR,Yes,No,Yes,9,Yes,10,11,NA,1,1,NA,No,113.9756834,-21.91546811,NA,248,NA,9/30/2020 3:36:26 AM,9/30/2020 3:36:26 AM,The lady being interviewed is non extractive now but her family is extractive and she is telling me where they are going,9/30/2020 3:34:43 AM,Demersal,NA,Bait,1115,1230,Unsure but it will be to the bottom,NA,NA,NA,NA,NA,NA,NA,NA,They will come back wh3n they run out of drinks or food,NA,9/30/2020 3:34:37 AM,Relaxing,,NA,930,End of day,NA,Access,Boat ramp for dinghy and beach,EndOfDay,NA,113.9767258,-21.9153047,220,3893e1c6-fbb0-4a49-adbd-d3dc47f6c7df,9/30/2020 3:39:22 AM,9/30/2020 3:39:22 AM,56,56,40,NA,NA,NA,1975,Rivervale,Exmouth,NA,NA,Female,"1 mum, 1 dad, 5 kids",3,C,NA,Boat,Extractive,Morning
48,3603cbf6-e54d-41e0-965e-84da0c5345e3,6df7eb6b-9a79-40d5-8ba7-453ccc204bf8,111,9/30/2020 4:08:25 AM,9/30/2020 4:12:41 AM,9/30/2020 4:12:41 AM,Morning,Gabby,Tantabiddi,TantBR,Yes,No,Yes,7,Yes,7,7,NA,0,0,NA,No,113.9782728,-21.91368002,NA,249,NA,9/30/2020 4:14:23 AM,9/30/2020 4:14:23 AM,NA,NA,Squidding,NA,Lure,11,12,Surface,NA,4 squid,NA,NA,NA,NA,NA,Other,Time for some shade,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,113.9420672,-21.90029955,221,429077b1-1ec5-4630-910e-4fec3aaf52bd,9/30/2020 4:17:20 AM,9/30/2020 4:17:20 AM,50 estimate,NA,20,NA,OW,Canäó»t remember around 20,1985,Armadale,Exmouth,NA,NA,Male,2 adult male and two kids,4,C,NA,Boat,Extractive,Morning
